ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,Longitude,Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,PropertyName,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearBuilt
73.0,Social/Meeting Hall,21790.0,47.57383,-122.33046,GREATER DUWAMISH,1.0,2,Other,41790,0,41790,D W Close Co,Office,20000.0,None,0.0,1969
78.0,Retail Store,173106.0,47.70759,-122.3255,NORTH,1.0,2,Retail Store,168619,0,168619,"SEATTLE, WA-0106",None,0.0,None,0.0,1965
99.0,Other - Education,29924.0,47.72777,-122.34503,NORTHWEST,1.0,1,Other,29924,0,29924,Welcome Home Society - PriceCo,None,0.0,None,0.0,2002
80.0,Distribution Center,23146.0,47.57256,-122.29265,SOUTHEAST,1.0,2,Mixed Use Property,47560,0,47560,WALDEN BUILDING,Non-Refrigerated Warehouse,15724.0,Office,8255.0,1990
92.0,K-12 School,67371.0,47.54174,-122.27691,SOUTHEAST,1.0,2,K-12 School,67371,0,67371,Martin Luther King Jr. Elementary,None,0.0,None,0.0,2004
77.0,Office,50328.0,47.60227,-122.33202,DOWNTOWN,1.0,5,Small and Mid-Sized Office,50176,0,50176,Collins Building,Other,8329.0,Restaurant,4253.0,1900
31.0,Parking,182454.0,47.66233,-122.3748,BALLARD,1.0,5,Other,140415,182454,322869,Ballard Blocks I,Retail Store,130744.0,None,0.0,2008
11.0,Restaurant,23373.0,47.62774,-122.33384,LAKE UNION,1.0,2,Mixed Use Property,19237,15402,34639,Chandler's Cove - SEDO,Other,19659.0,Parking,15402.0,1988
96.0,K-12 School,136188.0,47.59796,-122.30415,CENTRAL,1.0,3,K-12 School,136188,0,136188,Washington Middle,None,0.0,None,0.0,1963
21.0,Office,30000.0,47.536,-122.31768,GREATER DUWAMISH,1.0,3,Small and Mid-Sized Office,64015,0,64015,Emerald Services,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,2007
95.0,Office,101278.0,47.55695,-122.33176,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,93610,0,93610,McKinstry SEA - 5005 3rd Ave S Office,Data Center,502.0,None,0.0,1950
81.0,Office,65508.0,47.59639,-122.33368,DOWNTOWN,1.0,6,Small and Mid-Sized Office,64488,10800,75288,Provident Building,Parking,10918.0,None,0.0,1909
57.0,Refrigerated Warehouse,25480.0,47.58528,-122.30595,GREATER DUWAMISH,1.0,1,Refrigerated Warehouse,25480,0,25480,oriental meats,None,0.0,None,0.0,1953
98.0,Office,33000.0,47.60271,-122.33557,DOWNTOWN,1.0,4,Small and Mid-Sized Office,56500,0,56500,Daily Journal Building,Retail Store,7000.0,None,0.0,1914
71.0,Distribution Center,39884.0,47.59363,-122.33371,GREATER DUWAMISH,1.0,4,Distribution Center,56270,0,56270,1016 1st Ave S LP,Non-Refrigerated Warehouse,9270.0,Office,4116.0,1907
78.0,K-12 School,92437.0,47.67725,-122.32232,NORTHWEST,1.0,3,K-12 School,92437,0,92437,John Marshall Building,None,0.0,None,0.0,1927
79.0,Office,15908.0,47.65114,-122.34954,LAKE UNION,1.0,5,Small and Mid-Sized Office,27730,6010,33740,The Peck Building,Retail Store,8762.0,Parking,1500.0,2001
77.0,Distribution Center,49950.0,47.57382,-122.32672,GREATER DUWAMISH,1.0,1,Distribution Center,49950,0,49950,3317,None,0.0,None,0.0,1975
68.0,Retail Store,20360.0,47.69066,-122.29023,NORTHEAST,1.0,1,Retail Store,26853,0,26853,Store #5216_8500 35Th Avenue Ne,None,0.0,None,0.0,1952
91.0,Non-Refrigerated Warehouse,22752.0,47.55608,-122.3388,GREATER DUWAMISH,1.0,1,Warehouse,24617,0,24617,5055 Properties LLC (ID24778),None,0.0,None,0.0,1932
88.0,K-12 School,75214.0,47.64052,-122.3656,MAGNOLIA / QUEEN ANNE,1.0,3,K-12 School,75214,0,75214,Frantz Coe Elementary,None,0.0,None,0.0,2003
99.0,Office,13945.0,47.64243,-122.32618,LAKE UNION,1.0,2,Small and Mid-Sized Office,21183,0,21183,SPRAG,Parking,7238.0,None,0.0,1957
92.0,Non-Refrigerated Warehouse,263528.0,47.56407,-122.32765,GREATER DUWAMISH,1.0,2,Warehouse,323916,0,323916,K2 and Iron Mountain (Seattle 4),Office,60388.0,None,0.0,1991
37.0,Supermarket/Grocery Store,25828.0,47.66429,-122.31389,NORTHEAST,1.0,1,Supermarket and Grocery Store,26226,0,26226,Safeway 3091 - Brooklyn Ave,Parking,0.0,None,0.0,1950
67.0,Office,47000.0,47.59666,-122.31253,DOWNTOWN,1.0,3,Small and Mid-Sized Office,47673,14989,62662,Seattle Goodwill Job Training/ Education Center,None,0.0,None,0.0,2013
8.0,Supermarket/Grocery Store,29214.0,47.66986,-122.37418,BALLARD,1.0,1,Supermarket and Grocery Store,29214,0,29214,BALLARD MARKET (ID22230),None,0.0,None,0.0,1966
83.0,Distribution Center,73335.0,47.57055,-122.3267,GREATER DUWAMISH,1.0,1,Distribution Center,73335,0,73335,Pacific Millennial Realty LLC,Parking,0.0,None,0.0,1961
29.0,Residence Hall/Dormitory,44091.0,47.6073,-122.32585,EAST,1.0,1,Residence Hall,44086,0,44086,St. James Cathedral & Rectory,None,0.0,None,0.0,1904
23.0,Supermarket/Grocery Store,33997.0,47.6239,-122.35756,MAGNOLIA / QUEEN ANNE,1.0,4,Supermarket and Grocery Store,33997,0,33997,Safeway 1885 - 1st Ave,Parking,30000.0,None,0.0,2003
16.0,Office,60384.0,47.58252,-122.33465,GREATER DUWAMISH,1.0,3,Small and Mid-Sized Office,60592,0,60592,Green Room,None,0.0,None,0.0,1930
28.0,Other - Entertainment/Public Assembly,134197.0,47.62147,-122.34817,MAGNOLIA / QUEEN ANNE,1.0,5,Other,141718,0,141718,EMP Museum,Restaurant,5803.0,None,0.0,1999
75.0,Refrigerated Warehouse,45594.0,47.56067,-122.32705,GREATER DUWAMISH,1.0,2,Refrigerated Warehouse,45594,0,45594,Sun Food Trading Co,None,0.0,None,0.0,1914
68.0,Medical Office,281598.0,47.6129,-122.33684,DOWNTOWN,1.0,18,Medical Office,335064,28870,363934,Medical Dental Building,Parking,27597.0,Retail Store,21519.0,1925
60.0,Non-Refrigerated Warehouse,37524.0,47.5478,-122.32307,GREATER DUWAMISH,1.0,1,Warehouse,41895,0,41895,(ID22165) MICHIGAN STREET BUILDINGS,Office,2596.0,None,0.0,1961
43.0,Senior Care Community,55259.0,47.59626,-122.3218,DOWNTOWN,1.0,5,Senior Care Community,90185,12611,102796,ID Village Square 1,Medical Office,40091.0,K-12 School,3231.0,1999
89.0,Non-Refrigerated Warehouse,64660.0,47.71286,-122.34422,NORTHWEST,1.0,3,Warehouse,64660,0,64660,21517-Seattle / Aurora AVE N,None,0.0,None,0.0,1986
84.0,Supermarket/Grocery Store,66497.0,47.62256,-122.32092,EAST,1.0,2,Supermarket and Grocery Store,66497,0,66497,70500887 -- Broadway Market,None,0.0,None,0.0,1950
82.0,College/University,667335.0,47.69936,-122.33401,NORTHWEST,11.0,2,University,582447,111625,694072,NSCC MAIN CAMPUS,None,0.0,None,0.0,1970
88.0,Office,281566.0,47.59634,-122.32807,DOWNTOWN,1.0,11,Large Office,273185,0,273185,705 5th Avenue,None,0.0,None,0.0,2000
100.0,Distribution Center,71718.0,47.54326,-122.33134,GREATER DUWAMISH,1.0,1,Distribution Center,71718,0,71718,Westcore River Street,None,0.0,None,0.0,1969
61.0,Other,28120.0,47.62518,-122.35317,MAGNOLIA / QUEEN ANNE,1.0,2,Other,30720,0,30720,Color Craft Building,Parking,1600.0,Office,1000.0,1948
47.0,Fitness Center/Health Club/Gym,14081.0,47.56214,-122.28143,SOUTHEAST,1.0,1,Mixed Use Property,28425,0,28425,Rainier Community Center,Other - Recreation,12824.0,Office,1479.0,1995
3.0,Other,203000.0,47.60699,-122.33481,DOWNTOWN,1.0,15,Other,230880,0,230880,1122 3rd Ave,None,0.0,None,0.0,1955
55.0,Other - Lodging/Residential,43336.0,47.59549,-122.32538,GREATER DUWAMISH,1.0,3,Other,40264,7572,47836,William Booth Center,Parking,4500.0,None,0.0,1992
82.0,Office,17332.0,47.63995,-122.32557,LAKE UNION,1.0,3,Small and Mid-Sized Office,17956,7956,25912,2300 Eastlake,Parking,9162.0,None,0.0,1969
62.0,Other,26075.0,47.57619,-122.3339,GREATER DUWAMISH,1.0,1,Other,26075,0,26075,Gorlick's Distribution Center,None,0.0,None,0.0,1918
87.0,K-12 School,70762.0,47.53809,-122.29591,GREATER DUWAMISH,1.0,1,K-12 School,70762,0,70762,Van Asselt Building - Old,None,0.0,None,0.0,1925
60.0,Worship Facility,19407.0,47.56342,-122.38509,SOUTHWEST,1.0,2,Worship Facility,37816,0,37816,Hope Lutheran Church & School,K-12 School,18701.0,None,0.0,1923
75.0,Non-Refrigerated Warehouse,31184.0,47.56424,-122.32902,GREATER DUWAMISH,1.0,1,Warehouse,39984,0,39984,(ID25278) 4400 BUILDING,Office,8800.0,None,0.0,1956
1.0,Office,35404.0,47.62038,-122.33759,LAKE UNION,1.0,3,Small and Mid-Sized Office,35404,6062,41466,219 Terry Building,Laboratory,5000.0,Parking,1250.0,1928
40.0,K-12 School,22344.0,47.6032,-122.30596,CENTRAL,1.0,2,K-12 School,22344,0,22344,First Place,None,0.0,None,0.0,1925
69.0,Worship Facility,24600.0,47.61426,-122.32661,EAST,1.0,2,Worship Facility,24600,0,24600,(ID25743) FIRST COVENANT CHURCH,None,0.0,None,0.0,1910
44.0,Retail Store,20738.0,47.70053,-122.3038,NORTH,1.0,2,Retail Store,20738,0,20738,Les Schwab Tire Center #396,None,0.0,None,0.0,1958
90.0,Office,45260.0,47.61356,-122.33665,DOWNTOWN,1.0,10,Small and Mid-Sized Office,55652,7757,63409,Lloyd building,Retail Store,6187.0,None,0.0,1926
3.0,Non-Refrigerated Warehouse,31600.0,47.5213,-122.32182,GREATER DUWAMISH,1.0,1,Warehouse,31600,0,31600,South Park,None,0.0,None,0.0,1979
64.0,Office,18400.0,47.60102,-122.33378,DOWNTOWN,1.0,4,Small and Mid-Sized Office,22840,0,22840,Delmar Building,Other,4440.0,None,0.0,1900
100.0,Office,26195.0,47.60247,-122.33372,DOWNTOWN,1.0,7,Small and Mid-Sized Office,23622,0,23622,Lowman & Hanford Building,Restaurant,2285.0,None,0.0,1900
100.0,Office,20970.0,47.58292,-122.33468,GREATER DUWAMISH,1.0,2,Small and Mid-Sized Office,20970,0,20970,2233 Building,Parking,0.0,None,0.0,1910
60.0,Worship Facility,27500.0,47.67783,-122.32577,NORTHWEST,1.0,2,Worship Facility,27500,0,27500,Church in Seattle,None,0.0,None,0.0,1978
48.0,Other,42850.0,47.66646,-122.38263,BALLARD,1.0,3,Other,40836,4914,45750,Olympic Athletic Club,Parking,2900.0,None,0.0,1900
85.0,Hotel,22452.0,47.54774,-122.32091,GREATER DUWAMISH,1.0,3,Hotel,22452,0,22452,Georgetown Inn,None,0.0,None,0.0,1992
36.0,Adult Education,57952.0,47.51885,-122.33421,DELRIDGE,5.0,1,Other,57952,0,57952,Joint Training Facilities Campus,None,0.0,None,0.0,2005
73.0,Office,41097.0,47.57918,-122.32075,GREATER DUWAMISH,5.0,1,Mixed Use Property,87458,0,87458,OCC Complex,Distribution Center,39772.0,Other,6275.0,1966
84.0,Library,364913.0,47.60649,-122.33297,DOWNTOWN,1.0,11,Other,355000,57000,412000,The Seattle Public Library - Central Library,Parking,49000.0,Data Center,1074.0,2004
100.0,Non-Refrigerated Warehouse,42500.0,47.66353,-122.38064,BALLARD,1.0,4,Warehouse,42500,0,42500,Ballard Hardware & Supply Co Inc,Retail Store,5091.0,None,0.0,1927
95.0,K-12 School,175015.0,47.68891,-122.33553,NORTHWEST,1.0,3,K-12 School,175015,0,175015,Blanchet High School,None,0.0,None,0.0,1954
85.0,Hospital (General Medical & Surgical),483520.0,47.71425,-122.33689,NORTHWEST,8.0,1,Hospital,415632,0,415632,Main Hospital - All Wings,Parking,266833.0,None,0.0,1966
56.0,Hotel,61320.0,47.61412,-122.33664,DOWNTOWN,1.0,10,Hotel,61320,0,61320,HOTEL MAX,None,0.0,None,0.0,1926
52.0,Worship Facility,24224.0,47.52172,-122.35487,DELRIDGE,1.0,2,Worship Facility,24224,0,24224,The Salvation Army,Parking,0.0,None,0.0,1957
89.0,Medical Office,43615.0,47.53419,-122.36624,DELRIDGE,1.0,1,Medical Office,43615,0,43615,Navos Psychiatric Hospital,None,0.0,None,0.0,1970
85.0,Hotel,48006.0,47.60981,-122.32687,EAST,1.0,9,Hotel,48006,0,48006,Hotel - Inn at Virginia Mason,None,0.0,None,0.0,1928
41.0,Supermarket/Grocery Store,51722.0,47.69267,-122.35506,NORTHWEST,1.0,1,Supermarket and Grocery Store,50734,7450,58184,Safeway 1845 - Greenwood Ave,Parking,0.0,None,0.0,2003
37.0,Other,47661.0,47.73368,-122.31366,NORTH,1.0,2,Other,47237,0,47237,EMERSON,None,0.0,None,0.0,1948
36.0,Prison/Incarceration,11285.0,47.72126,-122.29735,NORTH,1.0,1,Other,11285,0,11285,Fire Station 39 (New),None,0.0,None,0.0,1949
82.0,Retail Store,38845.0,47.53846,-122.28305,GREATER DUWAMISH,1.0,2,Retail Store,38845,0,38845,King Plaza 7101,Parking,6000.0,None,0.0,1992
86.0,Medical Office,35066.0,47.66183,-122.29264,NORTHEAST,1.0,3,Medical Office,38378,0,38378,Lakeview Medical Building,Parking,3312.0,None,0.0,1967
87.0,K-12 School,40285.0,47.69845,-122.30747,NORTH,1.0,1,K-12 School,36701,0,36701,Sacajawea Elementary,None,0.0,None,0.0,1959
67.0,K-12 School,52609.0,47.55226,-122.29629,GREATER DUWAMISH,1.0,2,K-12 School,52609,0,52609,Dearborn Park Int'l Elementary,None,0.0,None,0.0,1971
55.0,Retail Store,15549.0,47.60427,-122.33385,DOWNTOWN,1.0,2,Mixed Use Property,26160,12379,38539,Marion 823,Parking,12379.0,Office,10611.0,1978
23.0,Other - Recreation,50000.0,47.62049,-122.3493,MAGNOLIA / QUEEN ANNE,1.0,2,Other,33971,0,33971,space needle,None,0.0,None,0.0,1961
58.0,Office,20962.0,47.66345,-122.3134,NORTHEAST,1.0,1,Small and Mid-Sized Office,20962,7004,27966,4701 University Way Bldg,Parking,7004.0,None,0.0,1957
89.0,Hotel,51390.0,47.73141,-122.3458,NORTHWEST,1.0,4,Hotel,51390,0,51390,Holiday Inn Express North Seattle Shoreline,Parking,0.0,None,0.0,2001
51.0,Non-Refrigerated Warehouse,101633.0,47.5829,-122.32417,GREATER DUWAMISH,1.0,2,Warehouse,145158,0,145158,Airport Way Ctr - Bldg C,Office,48544.0,Other,10270.0,1985
100.0,Office,83533.0,47.63449,-122.37661,MAGNOLIA / QUEEN ANNE,1.0,3,Large Office,76844,28217,105061,Interbay Worklofts,Parking,28217.0,None,0.0,2013
10.0,Distribution Center,18470.0,47.56758,-122.32638,GREATER DUWAMISH,1.0,1,Distribution Center,24354,0,24354,FleetPride,Office,5884.0,None,0.0,1966
21.0,Non-Refrigerated Warehouse,28000.0,47.5465,-122.31704,GREATER DUWAMISH,1.0,1,Warehouse,31900,0,31900,Rung Building,Office,4000.0,None,0.0,1963
98.0,Office,194674.0,47.6252,-122.36737,MAGNOLIA / QUEEN ANNE,1.0,4,Large Office,191000,100176,291176,635 Elliott - South Bldg.,Parking,111198.0,None,0.0,2009
77.0,Office,21915.0,47.63614,-122.33982,LAKE UNION,1.0,3,Small and Mid-Sized Office,23355,0,23355,1848 Building,None,0.0,None,0.0,1949
91.0,Self-Storage Facility,25821.0,47.58168,-122.33369,GREATER DUWAMISH,1.0,2,Self-Storage Facility,25821,0,25821,1st Ave Self Storage,None,0.0,None,0.0,1925
89.0,Automobile Dealership,67224.0,47.615,-122.33081,DOWNTOWN,1.0,2,Other,67224,0,67224,Seattle Honda,None,0.0,None,0.0,1930
58.0,Hotel,310000.0,47.60968,-122.33379,DOWNTOWN,1.0,21,Hotel,305548,0,305548,WAC aggregate,None,0.0,None,0.0,1930
15.0,Medical Office,81873.0,47.60663,-122.32157,EAST,1.0,5,Medical Office,89025,99314,188339,First Hill Medical Building,Parking,67000.0,None,0.0,1988
14.0,Non-Refrigerated Warehouse,22000.0,47.51918,-122.31957,GREATER DUWAMISH,1.0,1,Warehouse,22000,0,22000,Samson,Parking,0.0,None,0.0,1979
71.0,Non-Refrigerated Warehouse,47800.0,47.52549,-122.33064,GREATER DUWAMISH,1.0,1,Warehouse,48020,0,48020,Cloverdale Business Park Building C,None,0.0,None,0.0,1979
87.0,Worship Facility,22612.0,47.63927,-122.4032,MAGNOLIA / QUEEN ANNE,1.0,2,Worship Facility,22612,0,22612,Magnolia United Church of Christ,None,0.0,None,0.0,1947
98.0,Hotel,41340.0,47.60997,-122.34138,DOWNTOWN,1.0,7,Hotel,71150,0,71150,Inn at the Market,Parking,13730.0,Retail Store,9604.0,1985
26.0,Other,152511.0,47.56301,-122.32564,GREATER DUWAMISH,1.0,1,Other,141686,0,141686,United Parcel Service,None,0.0,None,0.0,1970
93.0,Non-Refrigerated Warehouse,104786.0,47.56089,-122.33474,GREATER DUWAMISH,1.0,2,Warehouse,104786,0,104786,4727 Building,None,0.0,None,0.0,1969
56.0,Hotel,35770.0,47.60958,-122.32646,EAST,1.0,6,Hotel,35770,0,35770,Hotel - The Baroness Hotel,None,0.0,None,0.0,1928
89.0,Hotel,159500.0,47.61665,-122.33261,DOWNTOWN,1.0,14,Hotel,144614,0,144614,Hilton Garden Inn Seattle,None,0.0,None,0.0,2015
53.0,Office,78200.0,47.70744,-122.33171,NORTHWEST,1.0,5,Small and Mid-Sized Office,86400,0,86400,Northway Square East,None,0.0,None,0.0,1974
47.0,Other,30971.0,47.61109,-122.32721,EAST,1.0,3,Other,30971,0,30971,Sunset Club,None,0.0,None,0.0,1920
55.0,Office,29720.0,47.61459,-122.31724,EAST,1.0,3,Small and Mid-Sized Office,30720,0,30720,Ballou Wright Building,Retail Store,1000.0,None,0.0,1917
1.0,Library,15000.0,47.66984,-122.3842,BALLARD,1.0,1,Other,15000,15576,30576,The Seattle Public Library - Ballard Branch,Other - Services,3100.0,None,0.0,2004
45.0,Other - Recreation,45000.0,47.72644,-122.34338,NORTHWEST,1.0,2,Other,45000,0,45000,Fitness International North Seattle,None,0.0,None,0.0,2007
54.0,Other,385274.0,47.60378,-122.32842,DOWNTOWN,1.0,19,Other,385274,0,385274,King County Correctional Facility,None,0.0,None,0.0,1985
54.0,Office,72066.0,47.62269,-122.33224,LAKE UNION,1.0,4,Large Office,73096,60960,134056,425 Pontius,Parking,59137.0,None,0.0,1982
100.0,Office,193154.0,47.59878,-122.33458,DOWNTOWN,5.0,7,Large Office,154159,0,154159,411 1ST AVE  S (ID608),None,0.0,None,0.0,1913
73.0,Parking,23483.0,47.61074,-122.32259,EAST,1.0,1,Other,20971,0,20971,First Hill Plaza Retail Building,Retail Store,10360.0,Medical Office,8509.0,1981
85.0,Office,19896.0,47.66116,-122.34172,LAKE UNION,1.0,3,Small and Mid-Sized Office,31774,0,31774,Wallingford Plaza,Retail Store,13941.0,Parking,0.0,1916
82.0,Residence Hall/Dormitory,22124.0,47.6617,-122.31007,NORTHEAST,1.0,3,Residence Hall,22124,0,22124,4503,None,0.0,None,0.0,1929
55.0,Residence Hall/Dormitory,23616.0,47.66164,-122.30874,NORTHEAST,1.0,4,Residence Hall,23616,0,23616,Sigma Chi Fraternity,None,0.0,None,0.0,1926
1.0,Manufacturing/Industrial Plant,24109.0,47.5793,-122.32226,GREATER DUWAMISH,1.0,1,Other,24109,0,24109,"MacDonald Meat Company, LLC",Parking,0.0,None,0.0,1960
98.0,Retail Store,509342.0,47.61098,-122.33815,DOWNTOWN,1.0,8,Retail Store,861702,0,861702,(71367A) SEATTLE Macy's,Other,380639.0,None,0.0,1929
25.0,Urgent Care/Clinic/Other Outpatient,38879.0,47.61674,-122.31111,EAST,5.0,2,Other,27551,11328,38879,Sound Mental Health,None,0.0,None,0.0,1975
96.0,Office,64630.0,47.61683,-122.35176,DOWNTOWN,1.0,3,Small and Mid-Sized Office,64630,0,64630,Seattle Labor Temple Association,None,0.0,None,0.0,1942
34.0,Other - Recreation,26241.0,47.56263,-122.38196,SOUTHWEST,1.0,1,Other,28397,13124,41521,West Seattle Bowl,Parking,13124.0,Restaurant,2574.0,1948
92.0,Office,41591.0,47.62028,-122.33717,LAKE UNION,1.0,4,Small and Mid-Sized Office,40000,24596,64596,Terry Ave Building,Parking,21350.0,None,0.0,2007
45.0,Office,48350.0,47.64747,-122.34086,LAKE UNION,1.0,4,Small and Mid-Sized Office,48350,0,48350,Talon Northlake LLC,None,0.0,None,0.0,2008
91.0,Office,76105.0,47.70842,-122.3332,NORTHWEST,1.0,3,Small and Mid-Sized Office,48798,27307,76105,Northgate Meridian Bldg,None,0.0,None,0.0,1987
85.0,Retail Store,14983.0,47.61421,-122.3193,EAST,1.0,2,Mixed Use Property,34914,0,34914,Pike Building,Restaurant,10638.0,Office,5837.0,1912
77.0,Office,228504.0,47.62177,-122.36158,MAGNOLIA / QUEEN ANNE,1.0,5,Large Office,237282,38452,275734,Elliott Bay Office Park,Parking,47404.0,None,0.0,1981
67.0,College/University,67750.0,47.59677,-122.30172,CENTRAL,2.0,1,University,57468,0,57468,SCCC WOOD CONSTRUCTION,None,0.0,None,0.0,2013
5.0,K-12 School,51515.0,47.66665,-122.31818,NORTHEAST,3.0,2,K-12 School,31343,0,31343,University Child Development School,None,0.0,None,0.0,2004
26.0,Non-Refrigerated Warehouse,144050.0,47.58365,-122.33467,GREATER DUWAMISH,1.0,7,Warehouse,144050,0,144050,West Coast Building,None,0.0,None,0.0,1926
69.0,Non-Refrigerated Warehouse,25000.0,47.70833,-122.34429,NORTHWEST,1.0,1,Warehouse,29400,0,29400,Hansen Bros.,None,0.0,None,0.0,1972
20.0,Office,24221.0,47.56121,-122.33872,GREATER DUWAMISH,1.0,2,Small and Mid-Sized Office,24221,0,24221,South Seattle Business Park - Bldg C,None,0.0,None,0.0,1983
22.0,Bank Branch,17434.0,47.66148,-122.31279,NORTHEAST,1.0,2,Other,25767,0,25767,192741-University,None,0.0,None,0.0,1912
25.0,Distribution Center,162425.0,47.5701,-122.33342,GREATER DUWAMISH,1.0,1,Distribution Center,161678,0,161678,South Seattle Distribution Center- 3800,None,0.0,None,0.0,1968
79.0,Retail Store,57805.0,47.7249,-122.34332,NORTHWEST,1.0,1,Retail Store,114000,0,114000,AURORA ACRES (ID518),Supermarket/Grocery Store,56312.0,None,0.0,1967
73.0,Office,31822.0,47.61546,-122.31195,EAST,1.0,3,Small and Mid-Sized Office,25834,0,25834,Jewish Family Service,None,0.0,None,0.0,1958
72.0,College/University,203030.0,47.65356,-122.30613,NORTHEAST,1.0,6,University,203030,0,203030,Computer Science and Electrical Engineering,None,0.0,None,0.0,1998
37.0,Non-Refrigerated Warehouse,52085.0,47.54425,-122.31776,GREATER DUWAMISH,1.0,1,Warehouse,47863,4222,52085,Airport - Maintenance Shop - DOT: KCIA,None,0.0,None,0.0,1955
37.0,Office,34550.0,47.60546,-122.34091,DOWNTOWN,1.0,2,Mixed Use Property,57836,14083,71919,Pier 56,Retail Store,23085.0,Parking,11465.0,1900
32.0,Distribution Center,55000.0,47.52549,-122.33064,GREATER DUWAMISH,1.0,1,Distribution Center,54880,0,54880,Cloverdale Business Park Building D,None,0.0,None,0.0,1979
31.0,Office,34110.0,47.63567,-122.32522,LAKE UNION,1.0,2,Small and Mid-Sized Office,34110,0,34110,Bonneville International,None,0.0,None,0.0,1960
47.0,Office,23272.0,47.55145,-122.32635,GREATER DUWAMISH,1.0,2,Small and Mid-Sized Office,25872,0,25872,Building P,Non-Refrigerated Warehouse,2600.0,None,0.0,1969
71.0,Office,31325.0,47.65103,-122.35541,LAKE UNION,1.0,3,Small and Mid-Sized Office,48924,0,48924,Ship Canal,Parking,13143.0,None,0.0,1989
31.0,Other - Recreation,20236.0,47.72288,-122.34065,NORTHWEST,1.0,1,Other,20236,0,20236,Granite Curling Club,None,0.0,None,0.0,1961
61.0,K-12 School,23983.0,47.73143,-122.32784,NORTHWEST,1.0,3,K-12 School,23983,0,23983,Bliss Hall,None,0.0,None,0.0,1930
82.0,Other,56000.0,47.67767,-122.39631,BALLARD,1.0,3,Other,56000,0,56000,Webster Building,None,0.0,None,0.0,1973
98.0,Office,319539.0,47.60249,-122.32854,DOWNTOWN,1.0,13,Large Office,319539,52703,372242,Chinook Building,Parking,52703.0,None,0.0,2006
60.0,Non-Refrigerated Warehouse,29394.0,47.57881,-122.33273,GREATER DUWAMISH,1.0,1,Warehouse,29394,0,29394,Lander Station Business Park,Office,16902.0,None,0.0,1992
53.0,Office,24120.0,47.60149,-122.33458,DOWNTOWN,1.0,4,Small and Mid-Sized Office,42804,0,42804,Gatzert/Schwabacher,Retail Store,6583.0,None,0.0,1900
93.0,Office,145754.0,47.65999,-122.31741,NORTHEAST,1.0,5,Large Office,137929,82720,220649,4300 Roosevelt,Parking,90000.0,None,0.0,2002
73.0,Automobile Dealership,35115.0,47.7139,-122.29794,NORTH,1.0,3,Other,35115,0,35115,Mini Cooper Car Dealership (ID24406),None,0.0,None,0.0,2009
15.0,Worship Facility,20920.0,47.61636,-122.35094,DOWNTOWN,1.0,2,Worship Facility,20920,0,20920,Belltown,None,0.0,None,0.0,1948
2.0,Office,20434.0,47.6342,-122.32661,LAKE UNION,1.0,3,Small and Mid-Sized Office,27640,9999,37639,1600 Fairview,Laboratory,7557.0,None,0.0,1998
73.0,Office,32610.0,47.62298,-122.33082,LAKE UNION,1.0,2,Small and Mid-Sized Office,27788,0,27788,Supply Laundry Building,Other - Restaurant/Bar,4874.0,None,0.0,1912
77.0,Office,171783.0,47.614,-122.35375,DOWNTOWN,1.0,3,Large Office,187130,0,187130,Pier 69 Corporate HQ,Non-Refrigerated Warehouse,9581.0,Other - Recreation,4413.0,1993
83.0,Office,156414.0,47.61481,-122.33969,DOWNTOWN,1.0,11,Large Office,169020,0,169020,ACTIVE VOICE,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,1963
65.0,Non-Refrigerated Warehouse,30800.0,47.54769,-122.3251,GREATER DUWAMISH,1.0,1,Warehouse,30800,0,30800,NWCP-SEA Mayn Bldg,None,0.0,None,0.0,1965
51.0,Senior Care Community,148590.0,47.63429,-122.27652,EAST,1.0,16,Senior Care Community,153312,0,153312,Park Shore Senior Living,Parking,72317.0,Worship Facility,4722.0,1963
16.0,Office,20460.0,47.57893,-122.33374,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,20460,0,20460,2724 1st Avenue South,None,0.0,None,0.0,1926
98.0,Office,37853.0,47.61185,-122.3434,DOWNTOWN,1.0,3,Small and Mid-Sized Office,38148,0,38148,First & Lenora,Retail Store,12495.0,None,0.0,1918
95.0,Non-Refrigerated Warehouse,27283.0,47.59937,-122.33116,DOWNTOWN,1.0,4,Mixed Use Property,73320,0,73320,US Rubber Building,Office,23277.0,Retail Store,6540.0,1902
77.0,Office,149081.0,47.6252,-122.36737,MAGNOLIA / QUEEN ANNE,1.0,4,Large Office,142510,100176,242686,645 Elliott - North Building,Parking,76364.0,None,0.0,2008
67.0,Retail Store,54969.0,47.59951,-122.32033,DOWNTOWN,1.0,3,Retail Store,54969,0,54969,(ID27903) PACIFIC RIM CENTER,None,0.0,None,0.0,2000
33.0,Non-Refrigerated Warehouse,38500.0,47.58082,-122.32031,GREATER DUWAMISH,1.0,1,Warehouse,38630,0,38630,Bayview Building,None,0.0,None,0.0,1936
